created_at,tree_id,block_id,the_geom,tree_dbh,stump_diam,curb_loc,status,health,spc_latin,spc_common,steward,guards,sidewalk,user_type,problems,root_stone,root_grate,root_other,trnk_wire,trnk_light,trnk_other,brnch_ligh,brnch_shoe,brnch_othe,address,zipcode,zip_city,cb_num,borocode,boroname,cncldist,st_assem,st_senate,nta,nta_name,boro_ct,state,latitude,longitude,x_sp,y_sp
08/29/2015,187822,301587,POINT (-73.90433192545147 40.771048581819635),6,0,OnCurb,Alive,Good,Acer rubrum,red maple,1or2,None,Damage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,22-012 43 STREET,11105,Astoria,401,4,Queens,22,36,12,QN72,Steinway,4011900,New York,40.77104858,-73.90433193,1010748.64745,220205.044876
09/03/2015,199671,107040,POINT (-73.98145427122168 40.780556175565685),12,0,OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,2121 BROADWAY,10023,New York,107,1,Manhattan,6,67,29,MN12,Upper West Side,1016300,New York,40.78055618,-73.98145427,989386.161304,223655.05438
08/30/2015,189661,219530,POINT (-73.9657423645481 40.69352978336162),4,0,OnCurb,Alive,Good,Quercus palustris,pin oak,1or2,Unsure,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,485 MYRTLE AVENUE,11205,Brooklyn,302,3,Brooklyn,35,50,25,BK69,Clinton Hill,3019100,New York,40.69352978,-73.96574236,993749.907169,191949.905192
09/06/2015,205956,515032,POINT (-73.83708924483233 40.891422249050954),9,0,OnCurb,Alive,Good,Acer campestre,hedge maple,1or2,None,Damage,Volunteer,"Stones,BranchLights",Yes,No,No,No,No,No,Yes,No,No,2151 STRANG AVENUE,10466,Bronx,212,2,Bronx,12,83,36,BX62,Woodlawn-Wakefield,2042600,New York,40.89142225,-73.83708924,1029292.29934,264089.02699
08/25/2015,173681,217085,POINT (-73.96426953782378 40.70683914894926),4,0,OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,490 BEDFORD AVENUE,11249,Brooklyn,301,3,Brooklyn,33,50,26,BK72,Williamsburg,3054500,New York,40.70683915,-73.96426954,994156.355503,196799.065769
09/09/2015,212290,111589,POINT (-73.94564055648297 40.833015266395535),19,0,OffsetFromCurb,Alive,Good,Quercus palustris,pin oak,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,3740 BROADWAY,10032,New York,112,1,Manhattan,7,71,31,MN36,Washington Heights South,1024100,New York,40.83301527,-73.94564056,999292.756976,242771.880648
08/12/2015,140358,302281,POINT (-73.90824373062391 40.77971489940212),16,0,OnCurb,Alive,Good,Acer saccharinum,silver maple,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,20-032 29 STREET,11105,Astoria,401,4,Queens,22,36,13,QN72,Steinway,4011100,New York,40.7797149,-73.90824373,1009661.8281,223361.314482
08/19/2015,158991,226849,POINT (-73.96005614680834 40.66092260200235),25,0,OnCurb,Alive,Good,Acer saccharinum,silver maple,1or2,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,74 LINCOLN ROAD,11225,Brooklyn,309,3,Brooklyn,40,43,20,BK60,Prospect Lefferts Gardens-Wingate,3079801,New York,40.6609226,-73.96005615,995332.156301,180070.842008
08/19/2015,160314,341273,POINT (-73.89392086587443 40.75533013131349),24,0,OnCurb,Alive,Good,Acer saccharinum,silver maple,None,None,NoDamage,Volunteer,"Stones,WiresRope,BranchLights",Yes,No,No,Yes,No,No,Yes,No,No,32-050 73 STREET,11370,East Elmhurst,403,4,Queens,25,34,13,QN28,Jackson Heights,4030902,New York,40.75533013,-73.89392087,1013639.29128,214481.620955
08/20/2015,162717,406864,POINT (-74.15272969267505 40.588589261301934),18,0,OnCurb,Alive,Good,Acer saccharinum,silver maple,None,None,Damage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,91 MC VEIGH AVENUE,10314,Staten Island,502,5,Staten Island,50,63,24,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthous,5027705,New York,40.58858926,-74.15272969,941830.235418,153752.338543
09/07/2015,208185,221309,POINT (-73.96088861626114 40.69340647243851),11,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,None,Damage,Volunteer,"RootOther,TrunkOther",No,No,Yes,No,No,Yes,No,No,No,200 CLASSON AVENUE,11205,Brooklyn,303,3,Brooklyn,33,57,25,BK69,Clinton Hill,3019300,New York,40.69340647,-73.96088862,995095.909071,191905.543076
08/31/2015,191473,310454,POINT (-73.83087317786934 40.713353248640324),13,0,OnCurb,Alive,Fair,Pyrus calleryana,Callery pear,1or2,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,119-066 80 ROAD,11415,Kew Gardens,409,4,Queens,29,28,14,QN60,Kew Gardens,4077300,New York,40.71335325,-73.83087318,1031136.20313,199215.59112
09/08/2015,208802,107239,POINT (-73.96092164689368 40.76509625047992),10,0,OnCurb,Alive,Fair,Pyrus calleryana,Callery pear,1or2,Harmful,NoDamage,Volunteer,RootOther,No,No,Yes,No,No,No,No,No,No,1264 2 AVENUE,10065,New York,108,1,Manhattan,5,76,28,MN31,Lenox Hill-Roosevelt Island,1011800,New York,40.76509625,-73.96092165,995075.097432,218024.357636
08/30/2015,189835,219505,POINT (-73.967691199401 40.69330363114073),21,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,1or2,Helpful,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,444 MYRTLE AVENUE,11205,Brooklyn,302,3,Brooklyn,35,50,25,BK69,Clinton Hill,3019100,New York,40.69330363,-73.9676912,993209.510612,191867.305948
09/04/2015,203622,348207,POINT (-73.85291902884693 40.715812176098474),8,0,OnCurb,Alive,Fair,Pyrus calleryana,Callery pear,1or2,None,Damage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,94-011 69 AVENUE,11375,Forest Hills,406,4,Queens,29,28,15,QN17,Forest Hills,4070700,New York,40.71581218,-73.85291903,1025023.04147,200100.421043
09/08/2015,209089,503966,POINT (-73.9153312748613 40.84671918310477),5,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,None,Damage,TreesCount Staff,"Stones,BranchOther",Yes,No,No,No,No,No,No,No,Yes,1635 GRAND AVENUE,10452,Bronx,205,2,Bronx,14,77,29,BX36,University Heights-Morris Heights,2021700,New York,40.84671918,-73.91533127,1007675.3429,247771.383116
08/27/2015,179390,305893,POINT (-73.78790259881958 40.72568650139573),5,0,OnCurb,Alive,Poor,Pyrus calleryana,Callery pear,None,None,Damage,Volunteer,"TrunkOther,BranchOther",No,No,No,No,No,Yes,No,No,Yes,80-045 SURREY PLACE,11432,Jamaica,408,4,Queens,24,24,11,QN06,Jamaica Estates-Holliswood,4127700,New York,40.7256865,-73.7879026,1043037.82631,203734.88195
09/02/2015,198157,411913,POINT (-74.18747428471384 40.54124631648877),8,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,185 HEENAN AVENUE,10312,Staten Island,503,5,Staten Island,51,62,24,SI48,Arden Heights,5017009,New York,40.54124632,-74.18747428,932143.230514,136522.925167
09/08/2015,209323,414316,POINT (-74.1131545009715 40.55912275473915),5,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,1or2,None,NoDamage,TreesCount Staff,"WiresRope,TrunkLights,BranchLights",No,No,No,Yes,Yes,No,Yes,No,No,16 BARRY COURT,10306,Staten Island,503,5,Staten Island,50,64,24,SI25,Oakwood-Oakwood Beach,5012806,New York,40.55912275,-74.1131545,952808.13505,143000.288853
08/30/2015,190352,107663,POINT (-73.95856756161228 40.772738143161746),5,0,OnCurb,Alive,Good,Tilia tomentosa,silver linden,4orMore,Helpful,Damage,Volunteer,BranchOther,No,No,No,No,No,No,No,No,Yes,1334 3 AVENUE,10021,New York,108,1,Manhattan,4,73,28,MN40,Upper East Side-Carnegie Hill,1012800,New York,40.77273814,-73.95856756,995725.885829,220808.852395
08/31/2015,192290,203626,POINT (-74.03796515093423 40.62072899222564),12,0,OnCurb,Alive,Fair,Pyrus calleryana,Callery pear,None,None,NoDamage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,9115 COLONIAL ROAD,11209,Brooklyn,310,3,Brooklyn,43,46,22,BK31,Bay Ridge,3005201,New York,40.62072899,-74.03796515,973710.474807,165426.97497
09/01/2015,194947,229942,POINT (-73.95721424534865 40.623960614739886),6,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1091 EAST 19 STREET,11230,Brooklyn,314,3,Brooklyn,45,48,17,BK43,Midwood,3076200,New York,40.62396061,-73.95721425,996127.200315,166604.957194
09/01/2015,193426,340683,POINT (-73.88671828433034 40.74769221997484),2,0,OnCurb,Alive,Good,Tilia tomentosa,silver linden,3or4,Helpful,NoDamage,Volunteer,TrunkOther,No,No,No,No,No,Yes,No,No,No,37-061 79 STREET,11372,Jackson Heights,403,4,Queens,25,39,13,QN28,Jackson Heights,4028500,New York,40.74769222,-73.88671828,1015638.36864,211701.384062
08/29/2015,184511,505658,POINT (-73.89372445905765 40.8589302278779),7,0,OnCurb,Alive,Good,Ulmus parvifolia,Chinese elm,1or2,Unsure,Damage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,2406 WEBSTER AVENUE,10458,Bronx,206,2,Bronx,15,78,33,BX40,Fordham South,2038302,New York,40.85893023,-73.89372446,1013647.91232,252226.845005
09/01/2015,195308,102083,POINT (-73.99825964152832 40.73559651529071),13,0,OnCurb,Dead,,,,,,,Volunteer,,No,No,No,No,No,No,No,No,No,467 AVENUE OF THE AMERICAS,10011,New York,102,1,Manhattan,3,66,27,MN23,West Village,1007100,New York,40.73559652,-73.99825964,984732.310375,207274.24331
09/02/2015,197898,210476,POINT (-73.96501295512914 40.609600787480794),3,0,OnCurb,Alive,Good,Zelkova serrata,Japanese zelkova,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,802 AVENUE P,11223,Brooklyn,315,3,Brooklyn,44,45,22,BK25,Homecrest,3042000,New York,40.60960079,-73.96501296,993964.390992,161372.334786
08/29/2015,186616,505326,POINT (-73.88348261131239 40.852005888236015),23,0,OnCurb,Alive,Good,Ulmus parvifolia,Chinese elm,None,None,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,2312 PROSPECT AVENUE,10460,Bronx,206,2,Bronx,15,78,33,BX06,Belmont,2039300,New York,40.85200589,-73.88348261,1016484.36367,249707.647616
08/30/2015,189410,108374,POINT (-73.95938819437094 40.807869023965374),4,0,OnCurb,Dead,,,,,,,Volunteer,,No,No,No,No,No,No,No,No,No,419 WEST 118 STREET,10027,New York,109,1,Manhattan,7,70,30,MN09,Morningside Heights,1020701,New York,40.80786902,-73.95938819,995492.65434,233608.133555
08/31/2015,192735,310321,POINT (-73.82592141502674 40.70640848134528),7,0,OnCurb,Alive,Good,Zelkova serrata,Japanese zelkova,1or2,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,84-052 126 STREET,11415,Kew Gardens,409,4,Queens,29,27,14,QN60,Kew Gardens,4013800,New York,40.70640848,-73.82592141,1032513.98253,196688.096831
08/31/2015,193053,210573,POINT (-73.94694303529494 40.60955444908789),0,8,OnCurb,Stump,,,,,,,TreesCount Staff,,No,No,No,No,No,No,No,No,No,2614 QUENTIN ROAD,11229,Brooklyn,315,3,Brooklyn,48,41,17,BK44,Madison,3064200,New York,40.60955445,-73.94694304,998981.636863,161357.973922
08/25/2015,175088,103407,POINT (-73.99635159944192 40.715763852590115),3,0,OnCurb,Alive,Good,Zelkova serrata,Japanese zelkova,1or2,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,50 BOWERY,10013,New York,103,1,Manhattan,1,65,26,MN27,Chinatown,1001600,New York,40.71576385,-73.9963516,985261.392322,200048.606186
08/30/2015,189224,219519,POINT (-73.96683688060482 40.69563973253022),2,0,OnCurb,Alive,Good,Zelkova serrata,Japanese zelkova,1or2,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,281 PARK AVENUE,11205,Brooklyn,302,3,Brooklyn,35,50,25,BK69,Clinton Hill,3019100,New York,40.69563973,-73.96683688,993446.098394,192718.505033
09/05/2015,204114,107671,POINT (-73.96138372259814 40.77267547743196),6,0,OnCurb,Alive,Good,Zelkova serrata,Japanese zelkova,3or4,Helpful,Damage,Volunteer,BranchOther,No,No,No,No,No,No,No,No,Yes,111 EAST 75 STREET,10021,New York,108,1,Manhattan,4,73,28,MN40,Upper East Side-Carnegie Hill,1012800,New York,40.77267548,-73.96138372,994945.880499,220785.664778
09/08/2015,208897,301957,POINT (-73.91544976127577 40.774869200885625),35,0,OnCurb,Alive,Good,Quercus rubra,northern red oak,None,None,Damage,TreesCount Staff,"Stones,BranchLights",Yes,No,No,No,No,No,Yes,No,No,23-032 28 STREET,11105,Astoria,401,4,Queens,22,36,12,QN72,Steinway,4009700,New York,40.7748692,-73.91544976,1007667.82815,221593.855747
09/08/2015,208911,301957,POINT (-73.91698895304651 40.77361100596525),2,0,OnCurb,Dead,,,,,,,TreesCount Staff,,No,No,No,No,No,No,No,No,No,27-019 24 AVENUE,11105,Astoria,401,4,Queens,22,36,12,QN72,Steinway,4009700,New York,40.77361101,-73.91698895,1007241.95368,221135.04564
08/25/2015,173965,206673,POINT (-73.98927507700277 40.620137507843026),6,0,OnCurb,Alive,Fair,Zelkova serrata,Japanese zelkova,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,6308 18 AVENUE,11204,Brooklyn,311,3,Brooklyn,38,49,17,BK28,Bensonhurst West,3024800,New York,40.62013751,-73.98927508,987227.377892,165209.379933
09/04/2015,201928,338316,POINT (-73.82395392824368 40.581620329961716),2,0,OnCurb,Dead,,,,,,,TreesCount Staff,,No,No,No,No,No,No,No,No,No,104-000 SHORE FRONT PARKWAY,11694,Rockaway Park,414,4,Queens,32,23,15,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Chan,4093800,New York,40.58162033,-73.82395393,1033150.84477,151225.540119
08/23/2015,168457,400942,POINT (-74.06602019902388 40.61522230593242),10,0,OnCurb,Alive,Good,Koelreuteria paniculata,golden raintree,None,None,Damage,Volunteer,BranchOther,No,No,No,No,No,No,No,No,Yes,68 CLIFTON AVENUE,10305,Staten Island,501,5,Staten Island,49,64,23,SI37,Stapleton-Rosebank,5000600,New York,40.61522231,-74.0660202,965920.5875,163425.367753
08/18/2015,156707,108138,POINT (-73.95183454968226 40.782948156403734),4,0,OnCurb,Alive,Good,Koelreuteria paniculata,golden raintree,1or2,Unsure,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,163 EAST 92 STREET,10128,New York,108,1,Manhattan,5,73,28,MN40,Upper East Side-Carnegie Hill,1015801,New York,40.78294816,-73.95183455,997588.738402,224529.657618
08/30/2015,188577,109089,POINT (-73.95107330204127 40.80177202724812),11,0,OnCurb,Alive,Fair,Robinia pseudoacacia,black locust,1or2,Harmful,Damage,Volunteer,MetalGrates,No,Yes,No,No,No,No,No,No,No,119 WEST 115 STREET,10026,New York,110,1,Manhattan,9,70,30,MN11,Central Harlem South,1021800,New York,40.80177203,-73.9510733,997795.724537,231387.959518
08/18/2015,157893,302755,POINT (-73.93419741504442 40.73582992746826),13,0,OnCurb,Alive,Good,Robinia pseudoacacia,black locust,None,None,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,33-015 GREENPOINT AVENUE,11101,Long Island City,402,4,Queens,26,37,12,QN31,Hunters Point-Sunnyside-West Maspeth,4019900,New York,40.73582993,-73.93419741,1002485.98747,207366.127312
08/23/2015,169607,312175,POINT (-73.82175414811962 40.760751931981815),4,0,OnCurb,Alive,Good,Parrotia persica,Persian ironwood,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,40-034 PARSONS BOULEVARD,11354,Flushing,407,4,Queens,20,40,16,QN22,Flushing,4085500,New York,40.76075193,-73.82175415,1033629.08463,216489.404013
08/29/2015,187573,302319,POINT (-73.92057405631228 40.77885453792814),6,0,OnCurb,Alive,Good,Quercus shumardii,Schumard's oak,None,None,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,19-001 23 ROAD,11105,Astoria,401,4,Queens,22,36,12,QN72,Steinway,4009700,New York,40.77885454,-73.92057406,1006247.23913,223044.519184
08/17/2015,154917,107810,POINT (-73.9642437049791 40.77614260053025),4,0,OnCurb,Alive,Good,Robinia pseudoacacia,black locust,3or4,Helpful,NoDamage,Volunteer,"TrunkOther,BranchOther",No,No,No,No,No,Yes,No,No,Yes,965 5 AVENUE,10075,New York,108,1,Manhattan,4,73,28,MN40,Upper East Side-Carnegie Hill,1014200,New York,40.7761426,-73.96424371,994153.211153,222048.517567
08/18/2015,156732,338037,POINT (-73.84867318942366 40.57567696098723),2,0,OnCurb,Alive,Poor,Koelreuteria paniculata,golden raintree,1or2,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,129-017 ROCKAWAY BEACH BOULEVARD,11694,Rockaway Park,414,4,Queens,32,23,15,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Chan,4093401,New York,40.57567696,-73.84867319,1026288.24957,149047.395525
08/08/2015,130324,406504,POINT (-74.1043489249329 40.582571160706536),20,0,OnCurb,Alive,Fair,Robinia pseudoacacia,black locust,1or2,Harmful,Damage,Volunteer,"Stones,WiresRope,BranchOther",Yes,No,No,Yes,No,No,No,No,Yes,958 SOUTH RAILROAD AVENUE,10306,Staten Island,502,5,Staten Island,50,64,24,SI45,New Dorp-Midland Beach,5011402,New York,40.58257116,-74.10434892,955265.086501,151540.076891
08/24/2015,170093,508919,POINT (-73.86823860490361 40.839778407644715),5,0,OnCurb,Alive,Good,Koelreuteria paniculata,golden raintree,None,None,NoDamage,Volunteer,RootOther,No,No,Yes,No,No,No,No,No,No,1556 ST LAWRENCE AVENUE,10460,Bronx,209,2,Bronx,18,87,33,BX08,West Farms-Bronx River,2021800,New York,40.83977841,-73.8682386,1020708.29354,245258.69654
08/27/2015,180021,215928,POINT (-73.94841958597856 40.72305258600838),7,0,OnCurb,Alive,Good,Koelreuteria paniculata,golden raintree,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,97 ECKFORD STREET,11222,Brooklyn,301,3,Brooklyn,33,50,26,BK76,Greenpoint,3057100,New York,40.72305259,-73.94841959,998547.313585,202708.303623
08/08/2015,129081,337449,POINT (-73.74864117577886 40.71350734844918),20,0,OnCurb,Alive,Good,Robinia pseudoacacia,black locust,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,99-014 211 STREET,11429,Queens Village,413,4,Queens,27,33,14,QN34,Queens Village,4051200,New York,40.71350735,-73.74864118,1053932.76613,199326.448838
08/31/2015,191971,203695,POINT (-74.03280602505302 40.62087266076435),5,0,OnCurb,Alive,Good,Cornus mas,Cornelian cherry,1or2,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,267 90 STREET,11209,Brooklyn,310,3,Brooklyn,43,46,22,BK31,Bay Ridge,3006000,New York,40.62087266,-74.03280603,975142.721943,165478.738646
09/01/2015,194136,108124,POINT (-73.95720610189368 40.7828837922207),15,0,OnCurb,Alive,Fair,Styphnolobium japonicum,Sophora,4orMore,Helpful,NoDamage,Volunteer,BranchOther,No,No,No,No,No,No,No,No,Yes,45 EAST 89 STREET,10128,New York,108,1,Manhattan,4,73,28,MN40,Upper East Side-Carnegie Hill,1015002,New York,40.78288379,-73.9572061,996101.174777,224505.435225
09/04/2015,201731,228504,POINT (-73.9826850439595 40.63485409397319),3,0,OnCurb,Alive,Good,Quercus alba,white oak,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1535 43 STREET,11219,Brooklyn,312,3,Brooklyn,44,44,17,BK88,Borough Park,3023000,New York,40.63485409,-73.98268504,989055.796807,170571.317044
09/05/2015,203835,218065,POINT (-73.93872715568513 40.714191017366815),3,0,OnCurb,Alive,Good,Styphnolobium japonicum,Sophora,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,48 OLIVE STREET,11211,Brooklyn,301,3,Brooklyn,34,53,18,BK90,East Williamsburg,3048100,New York,40.71419102,-73.93872716,1001236.16713,199481.494131
08/22/2015,165381,216173,POINT (-73.947823774323 40.72720136081634),10,0,OnCurb,Alive,Good,Liquidambar styraciflua,sweetgum,1or2,None,NoDamage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,141 DIAMOND STREET,11222,Brooklyn,301,3,Brooklyn,33,50,26,BK76,Greenpoint,3057300,New York,40.72720136,-73.94782377,998711.563257,204219.928224
08/29/2015,187723,107624,POINT (-73.9502652069201 40.771798786540785),13,0,OnCurb,Alive,Good,Styphnolobium japonicum,Sophora,1or2,Harmful,Damage,Volunteer,"RootOther,TrunkOther,BranchOther",No,No,Yes,No,No,Yes,No,No,Yes,1495 YORK AVENUE,10075,New York,108,1,Manhattan,5,76,28,MN32,Yorkville,1013600,New York,40.77179879,-73.95026521,998025.651899,220467.810098
08/28/2015,183447,226467,POINT (-73.95926538633444 40.67665816483967),4,0,OnCurb,Alive,Good,Styphnolobium japonicum,Sophora,1or2,Helpful,NoDamage,TreesCount Staff,RootOther,No,No,Yes,No,No,No,No,No,No,689 CLASSON AVENUE,11238,Brooklyn,308,3,Brooklyn,35,57,25,BK61,Crown Heights North,3030500,New York,40.67665816,-73.95926539,995548.88159,185803.853836
09/03/2015,200402,408850,POINT (-74.16248254205478 40.59810843091464),4,0,OnCurb,Alive,Fair,Styphnolobium japonicum,Sophora,None,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,2024 RICHMOND AVENUE,10314,Staten Island,502,5,Staten Island,50,63,24,SI05,New Springville-Bloomfield-Travis,5027301,New York,40.59810843,-74.16248254,939127.875338,157225.2814
08/29/2015,184265,504174,POINT (-73.90104269547572 40.85213860142269),3,0,OnCurb,Alive,Good,Liquidambar styraciflua,sweetgum,1or2,None,NoDamage,Volunteer,RootOther,No,No,Yes,No,No,No,No,No,No,2058 RYER AVENUE,10457,Bronx,205,2,Bronx,15,86,33,BX41,Mount Hope,2038100,New York,40.8521386,-73.9010427,1011626.33992,249750.025156
08/29/2015,184297,505610,POINT (-73.88776646718178 40.85797195643391),3,0,OnCurb,Alive,Good,Styphnolobium japonicum,Sophora,4orMore,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,2458 LORILLARD PLACE,10458,Bronx,206,2,Bronx,15,78,33,BX06,Belmont,2038700,New York,40.85797196,-73.88776647,1015296.45692,251879.765647
09/08/2015,208815,107238,POINT (-73.95898880801504 40.764126121114565),3,0,OnCurb,Alive,Fair,Quercus alba,white oak,None,None,NoDamage,Volunteer,BranchOther,No,No,No,No,No,No,No,No,Yes,343 EAST 66 STREET,10065,New York,108,1,Manhattan,5,76,28,MN31,Lenox Hill-Roosevelt Island,1011800,New York,40.76412612,-73.95898881,995610.67871,217671.152306
08/28/2015,182261,104487,POINT (-73.99121010814666 40.74638073653793),2,0,OnCurb,Alive,Fair,Styphnolobium japonicum,Sophora,3or4,Helpful,Damage,Volunteer,"WiresRope,BranchOther",No,No,No,Yes,No,No,No,No,Yes,111 WEST 28 STREET,10001,New York,105,1,Manhattan,3,75,27,MN17,Midtown-Midtown South,1009500,New York,40.74638074,-73.99121011,986685.572873,211203.3949
08/28/2015,182268,206913,POINT (-74.00059467830889 40.57285800693574),2,0,OnCurb,Alive,Good,Styphnolobium japonicum,Sophora,1or2,Helpful,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,3312 SURF AVENUE,11224,Brooklyn,313,3,Brooklyn,47,46,23,BK21,Seagate-Coney Island,3034000,New York,40.57285801,-74.00059468,984084.792641,147984.070224
08/29/2015,186355,505625,POINT (-73.8880916406884 40.85838984083899),9,0,OnCurb,Alive,Good,Styphnolobium japonicum,Sophora,None,None,NoDamage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,543 EAST 189 STREET,10458,Bronx,206,2,Bronx,15,78,33,BX06,Belmont,2038700,New York,40.85838984,-73.88809164,1015206.31176,252031.901826
07/28/2015,100177,216871,POINT (-73.93477314489905 40.7040656628998),3,0,OnCurb,Alive,Good,Koelreuteria paniculata,golden raintree,1or2,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,239 VARET STREET,11206,Brooklyn,301,3,Brooklyn,34,53,18,BK78,Bushwick South,3048500,New York,40.70406566,-73.93477314,1002335.05174,195793.3145
08/08/2015,127483,221391,POINT (-73.94853770136973 40.69324371183876),9,0,OnCurb,Alive,Good,Quercus shumardii,Schumard's oak,None,None,Damage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,81 HART STREET,11206,Brooklyn,303,3,Brooklyn,36,56,25,BK75,Bedford,3026100,New York,40.69324371,-73.9485377,998520.954058,191848.015304
08/15/2015,146101,223919,POINT (-74.0067557442598 40.68021911460042),3,0,OnCurb,Alive,Poor,Robinia pseudoacacia,black locust,None,None,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,41 RICHARDS STREET,11231,Brooklyn,306,3,Brooklyn,38,51,25,BK33,Carroll Gardens-Columbia Street-Red Hook,3005900,New York,40.68021911,-74.00675574,982376.205835,187098.65538
08/22/2015,166936,226602,POINT (-73.96625768246028 40.680706877454746),14,0,OnCurb,Alive,Fair,Robinia pseudoacacia,black locust,None,None,Damage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,873 PACIFIC STREET,11238,Brooklyn,308,3,Brooklyn,35,57,25,BK64,Prospect Heights,3020300,New York,40.68070688,-73.96625768,993608.805089,187278.091701
08/14/2015,145033,208176,POINT (-73.9442220805133 40.58377178648137),6,0,OnCurb,Alive,Good,Robinia pseudoacacia,black locust,1or2,Helpful,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,2267 EMMONS AVENUE,11235,Brooklyn,315,3,Brooklyn,48,45,23,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,3060800,New York,40.58377179,-73.94422208,999743.110078,151965.163639
08/10/2015,134310,214554,POINT (-73.92655354427134 40.636649341531395),5,0,OnCurb,Alive,Good,Robinia pseudoacacia,black locust,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,5226 KINGS HIGHWAY,11234,Brooklyn,318,3,Brooklyn,45,41,21,BK91,East Flatbush-Farragut,3093200,New York,40.63664934,-73.92655354,1004634.6436,171233.444985
08/20/2015,161847,406859,POINT (-74.14963766190843 40.588474735031966),2,0,OnCurb,Alive,Good,Koelreuteria paniculata,golden raintree,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,2 EVANS STREET,10314,Staten Island,502,5,Staten Island,50,63,24,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthous,5027704,New York,40.58847473,-74.14963766,942688.95647,153709.131608
08/23/2015,169608,312175,POINT (-73.82172455714839 40.760690019601064),4,0,OnCurb,Alive,Good,Parrotia persica,Persian ironwood,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,40-034 PARSONS BOULEVARD,11354,Flushing,407,4,Queens,20,40,16,QN22,Flushing,4085500,New York,40.76069002,-73.82172456,1033637.32805,216466.864032
